"page_view","/","2025-08-03 15:45:51"
"page_view","/","2025-08-03 15:46:00"
"click","/","2025-08-03 15:46:07"
"session_end","/","2025-08-03 15:46:07"
"page_view","/index.html","2025-08-03 15:46:08"
